"","AppID","name","MetaScore","free","dlc","isDlc","developer","publisher","Mac","Windows","Linux","single","multi","mmo","coop","crossP","achieve","leadB","cloud","trade","workS","antiCheat","release_date","RPG","Strategy","Action","Adventure","Simulation","Indie","Casual","FreetoPlay","MassivelyMultiplayer","Racing","Sports","EarlyAccess"
"1003855",206143,"Rocksmith - Queen - Bohemian Rhapsody",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1004289",206144,"Rocksmith - Queen - Stone Cold Crazy",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1004723",206146,"Rocksmith - Queen - Keep Yourself Alive",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1005157",206147,"Rocksmith - Queen - Killer Queen",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1005591",206150,"Rocksmith - Pat Benatar - Hit Me With Your Best Shot",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1006157",206151,"Rocksmith - The Knack - My Sharona",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1006591",206153,"Rocksmith - Lamb of God - Redneck",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1007025",206158,"Rocksmith - Creedence Clearwater Revival - Born on the Bayou",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1007459",206159,"Rocksmith - Iron Butterly - In-A-Gadda-Da-Vida",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1007893",206160,"Rocksmith - The Allman Brothers Band - Whipping Post",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1008459",206161,"Rocksmith - Dobie Gray - Drift Away",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1008893",206162,"Rocksmith - David Bowie - The Man Who Sold The World",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1009327",206166,"Rocksmith - Europe - The Final Countdown",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1009761",206169,"Rocksmith - The Shins - Caring is Creepy",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1010195",206170,"Rocksmith - Guitarcade - Time Saver Pack",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1010761",206171,"Rocksmith - Guitars and Basses - Time Saver Pack",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1011195",206172,"Rocksmith - Hidden Songs - Time Saver Pack",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1011629",206173,"Rocksmith - Venues - Time Saver Pack",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-10-16,"False","False","False","False","True","False","True","False","False","False","False","False"
"1012063",206178,"Rocksmith - Rush - Tom Sawyer",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-11-13,"False","False","False","False","True","False","True","False","False","False","False","False"
"1012497",206179,"Rocksmith - Rush - Limelight",NA,0,0,1,"Ubisoft - San Francisco","Ubisoft",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-11-13,"False","False","False","False","True","False","True","False","False","False","False","False"
"1012931",206190,"Gunpoint",83,0,2,0,"Suspicious Developments","Suspicious Developments",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2013-06-03,"False","True","True","False","False","True","False","False","False","False","False","False"
"1013497",206210,"Gotham City Impostors Free to Play",NA,1,39,0,"Monolith Productions, Inc.","Warner Bros. Interactive Entertainment",0,1,0,0,1,0,0,0,1,1,1,1,0,0,2012-08-30,"False","False","True","False","False","False","False","True","False","False","False","False"
"1014095",206230,"Clan of Champions",42,0,8,0,"ACQUIRE Corp.","NIS America",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2012-10-30,"False","False","True","False","False","False","False","False","False","False","False","False"
"1014661",206250,"Cladun X2",NA,0,0,0,"System Prisma","NIS America",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-08-14,"True","False","True","False","False","True","False","False","False","False","False","False"
"1015227",206370,"Tales From Space: Mutant Blobs Attack",83,0,0,0,"DrinkBox Studios","DrinkBox Studios",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2012-08-15,"False","False","True","False","False","True","False","False","False","False","False","False"
"1015793",206410,"Crazy Machines Elements",NA,0,2,0,"Fakt Software","Viva Media",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2011-12-06,"False","True","False","False","False","False","True","False","False","False","False","False"
"1016359",206415,"Crazy Machines Elements DLC - Gadget Fun & Tricky Riddles",NA,0,0,1,"Fakt Software","Viva Media",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-03-23,"False","True","False","False","False","False","True","False","False","False","False","False"
"1016925",206416,"Crazy Machines Elements DLC - Collision Course & Mental Activity",NA,0,0,1,"Fakt Software","Viva Media",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-03-23,"False","True","False","False","False","False","True","False","False","False","False","False"
"1017359",206420,"Saints Row IV",86,0,26,0,"Deep Silver Volition","Deep Silver",0,1,1,1,0,0,1,0,1,0,1,1,0,0,2013-08-19,"False","False","True","True","False","False","False","False","False","False","False","False"
"1017925",206440,"To the Moon",81,0,4,0,"Freebird Games","Freebird Games",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2011-11-01,"True","False","False","True","False","True","False","False","False","False","False","False"
"1018491",206450,"To the Moon Soundtrack",NA,0,0,1,"Freebird Games","Freebird Games",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2012-09-07,"False","False","False","False","False","True","False","False","False","False","False","False"
"1019057",206480,"Dungeons & Dragons Online\xae",NA,1,3,0,"Turbine, Inc.","Warner Bros. Interactive Entertainment",1,1,0,0,0,1,0,0,0,0,0,0,0,0,2012-06-25,"True","False","True","True","False","False","False","True","True","False","False","False"
"1019623",206500,"AirMech\xae",NA,1,2,0,"Carbon Games","Carbon Games",0,1,0,1,1,0,1,0,1,1,0,1,0,0,2012-11-08,"False","True","True","False","False","True","False","True","False","False","False","True"
"1020189",206610,"3SwitcheD",NA,0,0,0,"Reality Pump","Topware Interactive",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-03-29,"False","False","False","False","False","True","True","False","False","False","False","False"
"1020755",206690,"iBomber Defense Pacific",NA,0,0,0,"Cobra Mobile","Cobra Mobile",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2012-03-01,"False","True","False","False","False","True","True","False","False","False","False","False"
"1021321",206710,"Cities In Motion: Design Dreams",NA,0,0,1,"Colossal Order Ltd.","Paradox Interactive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2012-02-29,"False","False","False","False","True","False","False","False","False","False","False","False"
"1021887",206714,"Cities in Motion: Paris",NA,0,0,1,"Colossal Order Ltd.","Paradox Interactive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2012-05-15,"False","False","False","False","True","False","False","False","False","False","False","False"
"1022453",206716,"Cities in Motion: St. Petersburg",NA,0,0,1,"Colossal Order Ltd.","Paradox Interactive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2012-07-26,"False","False","False","False","True","False","False","False","False","False","False","False"
"1022887",206718,"Cities in Motion: Design Quirks",NA,0,0,1,"Colossal Order Ltd.","Paradox Interactive",1,1,1,1,0,0,0,0,1,0,0,0,0,0,2013-02-05,"False","False","False","False","True","False","False","False","False","False","False","False"
"1023321",206720,"Cities in Motion: London",NA,0,0,1,"Colossal Order Ltd.","Paradox Interactive",1,1,1,1,0,0,0,0,1,0,0,0,0,0,2012-11-20,"False","False","False","False","True","False","False","False","False","False","False","False"
"1023887",206760,"Painkiller: Recurring Evil",NA,0,0,0,"Med-Art","Nordic Games",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-29,"False","False","True","False","False","False","False","False","False","False","False","False"
"1024453",207000,"Alien Spidy",NA,0,2,0,"Enigma SP","Kalypso Media Digital",1,1,0,1,0,0,0,0,1,1,1,0,0,0,2013-03-20,"False","False","True","True","False","True","False","False","False","False","False","False"
"1025019",207010,"Alien Spidy: Easy Breezy DLC",NA,0,0,1,"Enigma SP","Kalypso Media Digital",1,1,0,1,0,0,0,0,1,1,1,0,0,0,2013-07-25,"False","False","True","True","False","True","False","False","False","False","False","False"
"1025585",207020,"Bang Bang Racing",NA,0,0,0,"Digital Reality Software & Playbox","Kalypso Media Digital",0,1,0,1,1,0,0,0,1,1,1,0,0,0,2012-06-08,"False","False","False","False","False","False","False","False","False","True","False","False"
"1026151",207040,"Sine Mora",77,0,0,0,"Digital Reality","Kalypso Media Digital",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-11-09,"False","False","True","False","False","True","False","False","False","False","False","False"
"1026717",207080,"Indie Game: The Movie",NA,0,1,0,"BlinkWorks Media","BlinkWorks Media",1,1,0,1,0,0,0,0,1,0,0,1,0,0,2012-06-12,"False","False","False","False","False","True","False","False","False","False","False","False"
"1027283",207090,"Indie Game: The Movie Special Edition DLC",NA,0,0,1,"Blinkworks Media","BlinkWorks Media",1,1,0,0,0,0,0,0,1,0,0,1,0,0,2013-07-24,"False","False","False","False","False","True","True","False","False","False","False","False"
"1027717",207140,"SpeedRunners",NA,0,2,0,"DoubleDutch Games","tinyBuild",0,1,0,1,1,0,1,0,1,0,1,1,1,0,2013-08-26,"False","False","True","False","False","True","True","False","False","True","True","True"
"1028283",207150,"Stellar Impact",74,0,4,0,"Tindalos Interactive,Headup Games","Headup Games",0,1,0,0,1,0,0,0,0,0,0,1,0,0,2012-04-12,"False","True","True","False","False","True","False","False","False","False","False","False"
"1028849",207169,"Stellar Impact - Science Vessel DLC",NA,0,0,1,"Tindalos Interactive,Headup Games","Headup Games",0,1,0,0,1,0,0,0,0,0,0,0,0,0,2012-07-26,"False","True","True","False","False","True","False","False","False","False","False","False"
"1029415",207170,"Legend of Grimrock",82,0,0,0,"Almost Human Games","Almost Human Games",1,1,1,1,0,0,0,0,1,0,0,0,1,0,2012-04-11,"True","False","False","True","False","True","False","False","False","False","False","False"
"1029981",207190,"Fireburst",59,0,0,0,"exDream","Strategy First",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2012-04-25,"False","False","True","True","False","False","False","False","False","True","False","False"
"1030547",207210,"Tony Hawk\u2019s Pro Skater\xae HD",NA,0,1,0,"Robomodo","Activision",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2012-09-18,"False","False","False","False","False","False","False","False","False","False","True","False"
"1031113",207230,"ArcheBlade\u2122",NA,1,1,0,"CodeBrush Games","Codebrush Games",0,1,0,0,1,0,1,0,1,1,1,1,0,0,2014-04-25,"False","False","True","False","False","True","False","True","False","False","False","False"
"1031679",207250,"Cubemen",74,0,0,0,"3 Sprockets","3 Sprockets ",1,1,1,1,1,0,0,1,1,1,1,0,0,0,2012-03-16,"False","True","False","False","False","True","False","False","False","False","False","False"
"1032245",207320,"Ys: The Oath in Felghana",73,0,0,0,"Nihon Falcom","XSEED",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2012-03-19,"True","False","True","True","False","False","False","False","False","False","False","False"
"1032811",207350,"Ys Origin",76,0,0,0,"Nihon Falcom","XSEED",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2012-05-31,"True","False","True","True","False","False","False","False","False","False","False","False"
"1033377",207370,"eXceed - Gun Bullet Children",NA,0,1,0,"Flat Software","Nyu Media",0,1,0,1,0,0,0,0,0,0,0,1,0,0,2012-08-02,"False","False","True","False","False","True","False","False","False","False","False","False"
"1033943",207380,"eXceed 2nd - Vampire REX",NA,0,1,0,"Tennen-sozai","Nyu Media",0,1,0,1,0,0,0,0,0,0,0,1,0,0,2012-08-02,"False","False","True","False","False","False","False","False","False","False","False","False"
"1034509",207400,"eXceed 3rd - Jade Penetrate Black Package",NA,0,1,0,"Tennen-sozai","Nyu Media",0,1,0,1,0,0,0,0,0,0,0,1,0,0,2012-08-02,"False","False","True","False","False","False","False","False","False","False","False","False"
"1035075",207420,"Wizorb",81,0,0,0,"Tribute Games Inc.","Tribute Games Inc.",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2012-03-14,"False","False","True","True","False","True","False","False","False","False","False","False"
"1035641",207430,"Hack, Slash, Loot",NA,0,0,0,"David Williamson","David Williamson",1,1,0,1,0,0,0,0,1,0,0,1,0,0,2012-04-05,"True","False","False","False","False","True","True","False","False","False","False","False"
"1036207",207490,"Rayman\xae Origins",86,0,0,0,"UBIart Montpellier,Feral Interactive (Mac)","Ubisoft,Feral Interactive (Mac)",1,1,0,1,0,0,1,0,0,0,0,0,0,0,2012-03-29,"False","False","True","True","False","False","False","False","False","False","False","False"
"1036773",207530,"Noitu Love 2: Devolution",80,0,0,0,"Joakim Sandberg","Joakim Sandberg",0,1,0,1,0,0,0,0,0,0,1,1,0,0,2012-04-23,"False","False","True","False","False","True","False","False","False","False","False","False"
"1037339",207570,"English Country Tune",NA,0,0,0,"increpare games","increpare games",1,1,1,1,0,0,0,0,0,0,1,0,0,0,2011-11-25,"False","False","False","False","False","True","True","False","False","False","False","False"
"1037905",207610,"The Walking Dead",82,0,1,0,"Telltale Games","Telltale Games",1,1,0,1,0,0,0,0,1,0,0,1,0,0,2012-04-24,"False","False","False","True","False","False","False","False","False","False","False","False"
"1038471",207620,"The Walking Dead: 400 Days",78,0,0,1,"","Telltale Games",1,1,0,1,0,0,0,0,1,0,0,0,0,0,2013-07-03,"False","False","False","True","False","False","False","False","False","False","False","False"
"1039037",207650,"A Virus Named TOM",65,0,2,0,"Misfits Attic","Misfits Attic",1,1,1,1,0,0,1,0,1,1,1,1,0,0,2012-08-01,"False","True","True","False","False","True","False","False","False","False","False","False"
"1039603",207655,"A Virus Named TOM Soundtrack",NA,0,0,1,"Misfits Attic","Misfits Attic",1,1,1,1,0,0,1,0,0,0,0,0,0,0,2012-08-01,"False","False","False","False","False","True","True","False","False","False","False","False"
"1040037",207660,"A Virus Named TOM: Winter Wonderland",NA,0,0,1,"Misfits Attic","",0,1,0,1,0,0,1,0,1,1,1,0,0,0,2012-12-19,"False","True","True","False","False","True","False","False","False","False","False","False"
"1040603",207670,"AVSEQ",NA,0,0,0,"Big Robot Ltd","Big Robot Ltd",1,1,0,1,0,0,0,0,1,0,0,0,0,0,2012-08-23,"False","False","False","False","False","True","True","False","False","False","False","False"
"1041169",207690,"Botanicula",82,0,0,0,"Amanita Design","Amanita Design",1,1,0,1,0,0,0,0,1,0,0,0,0,0,2012-05-07,"False","False","False","True","False","True","True","False","False","False","False","False"
"1041735",207710,"Bumbledore",NA,0,0,0,"Nimbly Games","Nimbly Games",1,1,0,1,0,0,0,0,1,0,1,0,0,0,2012-03-15,"False","True","False","False","False","True","True","False","False","False","False","False"
"1042301",207730,"Arena Wars 2",NA,0,0,0,"ExDream GmbH","Just a Game",0,1,0,1,1,0,0,0,1,0,0,0,0,0,2012-10-12,"False","True","True","False","False","False","False","False","False","False","False","False"
"1042867",207750,"Symphony",75,0,1,0,"Empty Clip Studios","Empty Clip Studios",1,1,1,1,0,0,0,0,1,0,0,0,0,0,2012-08-06,"False","False","True","False","False","True","True","False","False","False","False","False"
"1043433",207790,"Jane's Advanced Strike Fighters",NA,0,0,0,"Trickstar Games","Deep Silver",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2012-03-08,"False","False","False","False","True","False","False","False","False","False","False","False"
"1043999",207816,"PAYDAY: The Heist Soundtrack",NA,0,0,1,"OVERKILL Software","Daybreak Game Company",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012-10-18,"False","False","True","False","False","True","True","False","False","False","False","False"
"1044433",207870,"Borderlands 2 - Captain Scarlett and her Pirate's Booty",NA,0,0,1,"Gearbox Software,Aspyr (Mac & Linux)","2K Games,Aspyr (Mac &amp; Linux)",1,1,1,1,0,0,1,0,1,0,1,0,0,0,2012-10-16,"True","False","True","False","False","False","False","False","False","False","False","False"
"1044999",207930,"Sacred Citadel",61,0,1,0,"Southend","Deep Silver",0,1,0,1,1,0,1,0,1,1,0,0,0,0,2013-04-16,"False","False","True","False","False","False","False","False","False","False","False","False"
"1045565",208030,"Moon Breakers",NA,1,3,0,"Imba Entertainment","Uber Entertainment",0,1,0,0,1,0,0,1,0,0,0,0,0,0,2012-05-17,"False","False","True","False","True","True","False","True","False","False","False","False"
"1046131",208090,"Loadout",72,1,6,0,"Edge of Reality","Edge of Reality",0,1,0,0,1,0,1,0,1,0,1,1,0,1,2014-01-31,"False","False","True","False","False","True","False","True","False","False","False","False"
"1046697",208110,"Myst V",80,0,0,0,"Cyan Worlds","Cyan Worlds",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-03-16,"False","False","False","True","False","False","True","False","False","False","False","False"
"1047263",208140,"Endless Space\xae - Emperor Edition",77,0,1,0,"AMPLITUDE Studios","AMPLITUDE Studios",1,1,0,1,1,0,0,1,1,0,1,1,0,0,2012-07-04,"False","True","False","False","False","True","False","False","False","False","False","False"
"1047829",208200,"Doom 3: BFG Edition",NA,0,0,0,"id Software","Bethesda Softworks",0,1,0,1,1,0,0,0,1,1,0,0,0,0,2012-10-15,"False","False","True","False","False","False","False","False","False","False","False","False"
"1048395",208280,"Train Simulator: London to Brighton Route Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-06-07,"False","False","False","False","True","False","False","False","False","False","False","False"
"1048961",208282,"Train Simulator: BR Robinson Class O4 Loco Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-10-19,"False","False","False","False","True","False","False","False","False","False","False","False"
"1049395",208294,"Train Simulator: Class J94 \u2018Memories of Maerdy\u2019 Loco Add-On",NA,0,0,1,"Meshtools","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-11-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1049829",208296,"Train Simulator: Amtrak F40PH \u2018California Zephyr\u2019 Loco Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-10-04,"False","False","False","False","True","False","False","False","False","False","False","False"
"1050263",208298,"Train Simulator: BR Class 33 Loco Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-08-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1050697",208300,"Train Simulator: European Loco & Asset Pack",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2009-10-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1051263",208318,"Train Simulator: PRR Baldwin Centipede Loco Add-On",NA,0,0,1,"Reppo","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-11-29,"False","False","False","False","True","False","False","False","False","False","False","False"
"1051697",208349,"Train Simulator: SP&S E-1 Class 'Northern' Loco Add-On",NA,0,0,1,"G-Trax","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2013-06-13,"False","False","False","False","True","False","False","False","False","False","False","False"
"1052131",208350,"Train Simulator: Union Pacific Challenger Loco Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-11-23,"False","False","False","False","True","False","False","False","False","False","False","False"
"1052697",208352,"Train Simulator: Southern Pacific GS-4 Loco Add-On",NA,0,0,1,"G-Trax","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2013-02-14,"False","False","False","False","True","False","False","False","False","False","False","False"
"1053131",208353,"Train Simulator: ScotRail Class 380 EMU Add-On",NA,0,0,1,"Thomson Interactive","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-08-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1053565",208363,"Train Simulator: LNER Class A3 \u2018Flying Scotsman\u2019 Loco Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-08-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1053999",208364,"Train Simulator: Class 170 \u2018Turbostar\u2019 DMU Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-08-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1054433",208370,"Train Simulator: GWR 56XX Loco Add-On",NA,0,0,1,"Victory Works","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,1,1,0,2013-11-21,"False","False","False","False","True","False","False","False","False","False","False","False"
"1054999",208371,"Train Simulator: GP9 Loco Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-08-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1055433",208376,"Train Simulator: Class 325 EMU Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-08-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1055867",208379,"Train Simulator: Class 86 Loco Add-On",NA,0,0,1,"Dovetail Games","Dovetail Games - Trains",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2012-08-01,"False","False","False","False","True","False","False","False","False","False","False","False"
"1056301",208400,"Avernum: Escape From the Pit",76,0,0,0,"Spiderweb Software","Spiderweb Software",1,1,0,1,0,0,0,0,1,0,1,0,0,0,2012-04-11,"True","True","False","False","False","True","False","False","False","False","False","False"
"1056867",208460,"Tryst",50,0,1,0,"BlueGiant Interactive","BlueGiant Interactive",0,1,0,1,1,0,0,0,1,1,0,0,0,0,2012-09-14,"False","True","True","False","False","True","False","False","False","False","False","False"
"1057433",208470,"Tryst: Survival DLC",NA,0,0,1,"BlueGiant Interactive","BlueGiant Interactive",0,1,0,1,1,0,0,0,1,1,0,0,0,0,2013-06-05,"False","True","True","False","False","True","False","False","False","False","False","False"
"1057999",208480,"Assassin\u2019s Creed\xae III",80,0,6,0,"Ubisoft Montreal","Ubisoft",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2012-11-20,"False","False","False","True","False","False","False","False","False","False","False","False"
"1058565",208500,"F1 2012\u2122",80,0,0,0,"Codemasters Birmingham","Codemasters",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-09-17,"False","False","False","False","True","False","False","False","False","True","True","False"
"1059131",208520,"Omerta - City of Gangsters",NA,0,5,0,"Haemimont Games","Kalypso Media Digital",1,1,0,1,1,0,1,1,1,0,1,1,0,0,2013-01-31,"False","True","False","False","True","False","False","False","False","False","False","False"
"1059697",208540,"Dungeon Defenders Lucky Costume Pack",NA,0,0,1,"Trendy Entertainment","Trendy Entertainment",1,1,1,1,0,0,1,0,0,0,0,0,0,0,2012-03-16,"True","True","False","False","False","True","False","False","False","False","False","False"
"1060263",208542,"Dungeon Defenders - Karathiki Jungle Mission Pack",NA,0,0,1,"Trendy Entertainment","Trendy Entertainment",1,1,1,1,0,0,1,0,0,0,0,0,0,0,2012-03-23,"True","True","False","False","False","True","False","False","False","False","False","False"
"1060697",208570,"Dishonored: Dunwall City Trials",NA,0,0,1,"Arkane Studios","Bethesda Softworks",0,1,0,1,0,0,0,0,1,0,1,0,0,0,2012-12-10,"False","False","True","True","False","False","False","False","False","False","False","False"
"1061263",208575,"Dishonored - The Knife of Dunwall",NA,0,0,1,"Arkane Studios","Bethesda Softworks",0,1,0,1,0,0,0,0,1,0,1,0,0,0,2013-04-15,"False","False","True","True","False","False","False","False","False","False","False","False"
"1061474",208580,"STAR WARS\u2122 Knights of the Old Republic\u2122 II - The Sith Lords\u2122",85,0,0,0,"Obsidian Entertainment,Aspyr (Mac, Linux, & Windows Update)","LucasArts,Disney Interactive,Lucasfilm,Aspyr (Mac, Linux)",1,1,1,1,0,0,0,0,1,0,1,0,1,0,2005-02-08,"True","False","False","False","False","False","False","False","False","False","False","False"
"1062040",208600,"Lunar Flight",NA,0,0,0,"Shovsoft","Shovsoft",1,1,0,1,1,0,0,1,1,1,0,1,0,0,2012-01-15,"False","False","False","False","True","True","False","False","False","False","False","False"
"1062606",208620,"Midnight Mysteries: Salem Witch Trials",NA,0,0,0,"MumboJumbo","MumboJumbo",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2012-03-28,"False","False","False","True","False","False","True","False","False","False","False","False"
"1063172",208630,"Midnight Mysteries 3: Devil on the Mississippi",NA,0,0,0,"MumboJumbo","MumboJumbo",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-03-28,"False","False","False","True","False","False","True","False","False","False","False","False"
"1063738",208640,"Midnight Mysteries 4: Haunted Houdini",NA,0,0,0,"MumboJumbo","MumboJumbo",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-03-28,"False","False","False","True","False","False","True","False","False","False","False","False"
"1064304",208650,"Batman\u2122: Arkham Knight",NA,0,24,0,"Rocksteady Studios","Warner Bros. Interactive Entertainment",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2015-06-23,"False","False","True","True","False","False","False","False","False","False","False","False"
"1064542",208670,"Blades of Time",63,0,1,0,"Gaijin Entertainment Corporation","Gaijin Entertainment Corporation",1,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-04-20,"False","False","True","True","False","False","False","False","False","False","False","False"
"1065108",208690,"Borderlands 2: Creature Slaughterdome",NA,0,0,1,"GearBox Software,Aspyr (Mac & Linux)","2K Games,Aspyr (Mac &amp; Linux)",1,1,1,1,0,0,1,0,1,0,1,0,0,0,2012-12-11,"True","False","True","False","False","False","False","False","False","False","False","False"
